;sp_richn;fmpd;fric
7513:122 _s202200;53;0.679439073;0.34899686
7513:121 _s202200;56;0.695902648;0.366348832
7513:120 _s202200;47;0.639074518;0.259363425
7513:111 _s202200;51;0.662564273;0.319793539
7513:110 _s202200;56;0.655236349;0.374295978
7512:459 _s202200;21;0.718452647;0.072231468
7512:249 _s202200;16;0.777314309;0.069434327
7512:239 _s202200;34;0.722835163;0.181504801
7512:238 _s202200;24;0.708909645;0.10185134
7512:229 _s202200;48;0.676064711;0.296107063
7512:228 _s202200;45;0.740601326;0.262232992
7512:227 _s202200;21;0.684268906;0.102051481
7512:219 _s202200;51;0.652133039;0.31739255
7512:218 _s202200;48;0.693463185;0.3020915
7512:217 _s202200;35;0.736665778;0.192488018
7512:209 _s202200;57;0.654391084;0.374295978
7512:208 _s202200;58;0.690105742;0.412031062
7512:207 _s202200;45;0.764702247;0.265241226
7512:206 _s202200;22;0.770293966;0.105864182
7512:205 _s202200;14;0.763848632;0.04252221
7412:499 _s202200;44;0.63625571;0.245068191
7413:390 _s202200;44;0.639140908;0.245068191
7413:391 _s202200;42;0.641306666;0.225425992
7413:392 _s202200;37;0.644334032;0.180724003
7512:104 _s202200;9;0.783134201;0.027903069
7513:100 _s202200;45;0.638578366;0.245068191
7513:101 _s202200;44;0.635098879;0.245068191
7513:102 _s202200;39;0.630634135;0.180790801
7513:103 _s202200;31;0.664015841;0.150968195
7513:112 _s202200;41;0.629349977;0.238100008
7513:113 _s202200;38;0.63465115;0.180790801
7513:114 _s202200;31;0.659732249;0.150968195
7513:123 _s202200;43;0.639353417;0.238821206
7513:124 _s202200;39;0.637460579;0.181115348
7513:134 _s202200;40;0.634497443;0.199888936
7513:225 _s202200;32;0.651491405;0.139985166
7513:235 _s202200;41;0.635271559;0.21332651
7513:245 _s202200;36;0.620946995;0.17325814
7513:246 _s202200;38;0.640889636;0.171021764
7513:456 _s202200;35;0.626924557;0.168044073
7513:457 _s202200;34;0.614912842;0.13821786
7513:467 _s202200;37;0.616050409;0.17325814
7311:229 _s202200;74;0.656706111;0.452168422
7311:239 _s202200;81;0.680733973;0.590585569
7312:120 _s202200;59;0.6694838;0.319196407
7312:121 _s202200;46;0.68729279;0.254023324
7312:122 _s202200;44;0.703900083;0.247362836
7312:130 _s202200;75;0.689156063;0.553746702
7312:131 _s202200;52;0.666822368;0.257936517
7312:132 _s202200;48;0.682868234;0.253686046
7312:140 _s202200;71;0.714565667;0.55576569
7312:141 _s202200;67;0.663398206;0.431875047
7312:142 _s202200;48;0.67017097;0.242506286
7312:143 _s202200;49;0.680676011;0.253686046
7312:351 _s202200;68;0.685526303;0.541638253
7312:352 _s202200;55;0.652460797;0.286549888
7312:353 _s202200;49;0.660827168;0.243407591
7312:354 _s202200;47;0.680853953;0.236399448
7312:362 _s202200;62;0.694577394;0.382414866
7312:363 _s202200;52;0.639681047;0.283758025
7312:364 _s202200;47;0.673804364;0.242401321
7312:373 _s202200;65;0.695931168;0.449435208
7312:374 _s202200;45;0.664933659;0.210310515
7312:384 _s202200;52;0.661080477;0.26772606
7312:394 _s202200;65;0.693091054;0.44701944
7312:465 _s202200;46;0.683460879;0.23631899
7312:475 _s202200;45;0.67348268;0.210310515
7312:485 _s202200;45;0.664859923;0.210310515
7312:486 _s202200;44;0.678276318;0.204548103
7312:495 _s202200;49;0.653000423;0.252761182
7312:496 _s202200;45;0.67005311;0.210310515
7412:205 _s202200;50;0.649374298;0.252048679
7412:206 _s202200;48;0.655917769;0.251419701
7312:350 _s202200;46;0.701881839;0.33043645
7412:104 _s202200;60;0.716166034;0.479931326
7312:393 _s202200;43;0.719487239;0.277987021
7312:383 _s202200;66;0.717300922;0.497088177
7312:361 _s202200;45;0.734766355;0.270180184
7312:372 _s202200;15;0.879862877;0.06031546
7312:382 _s202200;7;0.831627152;0.016780829
7412:215 _s202200;48;0.641602392;0.249764148
7412:216 _s202200;48;0.647300114;0.251419701
7412:226 _s202200;48;0.654031848;0.251419701
7412:227 _s202200;49;0.650957151;0.252048679
7412:236 _s202200;47;0.64590353;0.249215735
7412:456 _s202200;44;0.640927864;0.203248641
7412:467 _s202200;39;0.643651878;0.196844074
7412:478 _s202200;42;0.631455445;0.198692574
7412:497 _s202200;60;0.700885411;0.436008607
7412:496 _s202200;47;0.740464781;0.296107063
7412:495 _s202200;30;0.760546401;0.177036502
7412:486 _s202200;59;0.65407258;0.378072561
7412:485 _s202200;48;0.676783875;0.280906723
7412:475 _s202200;59;0.652822031;0.36805925
7412:394 _s202200;29;0.74019182;0.202051166
7412:384 _s202200;30;0.719191724;0.198946702
7412:374 _s202200;43;0.765924354;0.286560031
7412:364 _s202200;48;0.728209632;0.303814166
7412:354 _s202200;50;0.723815131;0.367735093
7412:353 _s202200;18;0.801152495;0.083100889
7412:144 _s202200;45;0.699514;0.288913853
7412:134 _s202200;51;0.704695922;0.350291669
7412:124 _s202200;52;0.736539626;0.353604267
7412:114 _s202200;57;0.729694848;0.468297061
7412:225 _s202200;48;0.646732665;0.251952525
7412:235 _s202200;49;0.647269722;0.25319393
7412:245 _s202200;49;0.656153299;0.257589795
7412:246 _s202200;44;0.631153963;0.208490098
7412:455 _s202200;50;0.655338784;0.278354283
7412:465 _s202200;51;0.653567675;0.278367717
7412:466 _s202200;42;0.636525664;0.199880359
7412:476 _s202200;48;0.6405605;0.261537892
7412:477 _s202200;42;0.636034135;0.199880359
7412:487 _s202200;47;0.633129501;0.261199826
7412:488 _s202200;45;0.634477421;0.260466445
7412:489 _s202200;46;0.633285182;0.261199826
7412:498 _s202200;47;0.643805631;0.271688562
7413:380 _s202200;43;0.654544965;0.2394655
7412:372 _s202200;13;0.885845809;0.041250535
7412:382 _s202200;16;0.83044487;0.061583331
7412:383 _s202200;18;0.784864293;0.068862891
7412:393 _s202200;25;0.748894875;0.179323129
7110:469 _s202200;57;0.661497916;0.261670912
7110:478 _s202200;53;0.681896306;0.261306961
7110:479 _s202200;54;0.679634127;0.258619202
7110:488 _s202200;55;0.670447206;0.261653193
7110:489 _s202200;55;0.671468363;0.261653193
7110:499 _s202200;55;0.670395753;0.261653193
7111:354 _s202200;55;0.672626874;0.278790442
7111:360 _s202200;55;0.670572205;0.261653193
7111:361 _s202200;57;0.661396888;0.261670912
7111:362 _s202200;55;0.673849242;0.258628151
7111:363 _s202200;55;0.677786381;0.261653193
7111:364 _s202200;56;0.663571487;0.261326723
7111:370 _s202200;51;0.682088653;0.225978853
7111:371 _s202200;51;0.6816197;0.225978853
7111:372 _s202200;50;0.684526408;0.21695737
7111:373 _s202200;44;0.703557702;0.194725694
7111:374 _s202200;45;0.703861642;0.214279083
7111:380 _s202200;82;0.658979535;0.60234828
7111:381 _s202200;78;0.655658574;0.581157868
7111:382 _s202200;52;0.669485127;0.217924128
7111:383 _s202200;48;0.688151222;0.214627146
7111:384 _s202200;65;0.687956;0.536827312
7111:390 _s202200;84;0.656212897;0.60547058
7111:391 _s202200;52;0.679091647;0.225987802
7111:392 _s202200;47;0.682850813;0.195703585
7111:393 _s202200;40;0.712823697;0.17950056
7111:394 _s202200;39;0.709800324;0.177121032
7111:455 _s202200;55;0.672099684;0.278790442
7111:465 _s202200;54;0.675049054;0.261309004
7111:466 _s202200;55;0.673783728;0.264815686
7111:475 _s202200;47;0.701874099;0.216394309
7111:476 _s202200;49;0.698419565;0.225653053
7111:477 _s202200;53;0.692729575;0.261037094
7111:485 _s202200;40;0.711493224;0.17950056
7111:486 _s202200;39;0.711082308;0.177121032
7111:487 _s202200;44;0.684724151;0.180396363
7111:495 _s202200;39;0.711708571;0.177121032
7111:496 _s202200;36;0.719002094;0.173141288
7111:497 _s202200;33;0.708305328;0.166356464
7211:100 _s202200;55;0.679400598;0.261383325
7211:101 _s202200;51;0.684696424;0.225978853
7211:102 _s202200;45;0.699680361;0.194974472
7211:103 _s202200;39;0.709786091;0.177121032
7211:104 _s202200;39;0.711816606;0.177121032
7211:205 _s202200;34;0.719282129;0.172192043
7211:206 _s202200;34;0.718766427;0.172192043
7211:364 _s202200;93;0.682322617;0.750289813
7211:374 _s202200;100;0.687797062;0.785679485
7211:384 _s202200;85;0.665052828;0.685117803
7211:455 _s202200;62;0.664790689;0.311722353
7211:456 _s202200;56;0.685118624;0.278770481
7211:465 _s202200;68;0.648862683;0.338573677
7211:466 _s202200;62;0.670373802;0.33817532
7211:467 _s202200;56;0.678746537;0.28277286
7211:468 _s202200;53;0.690967659;0.248990496
7211:469 _s202200;42;0.722037866;0.197426813
7211:475 _s202200;95;0.657107396;0.549886792
7211:476 _s202200;62;0.669467383;0.31939589
7211:477 _s202200;62;0.66521245;0.315011401
7211:478 _s202200;57;0.681372574;0.30872885
7211:479 _s202200;55;0.684925749;0.267357757
7211:485 _s202200;98;0.659147848;0.619388148
7211:486 _s202200;68;0.654623481;0.357781053
7211:487 _s202200;61;0.667309912;0.31686981
7211:488 _s202200;88;0.671361561;0.533541371
7211:489 _s202200;56;0.676367676;0.288633568
7211:495 _s202200;92;0.672847713;0.623452496
7211:496 _s202200;73;0.67127696;0.455267295
7211:497 _s202200;70;0.666887585;0.41155952
7211:498 _s202200;85;0.667485308;0.514458525
7211:499 _s202200;57;0.671550449;0.284257786
7212:370 _s202200;42;0.724147844;0.185910362
7212:380 _s202200;48;0.701007897;0.241342804
7212:390 _s202200;45;0.69791115;0.216221454
7311:205 _s202200;62;0.606769136;0.297574884
7311:206 _s202200;85;0.670790883;0.578718721
7311:207 _s202200;69;0.639931314;0.335690139
7311:208 _s202200;61;0.656168498;0.303610963
7311:209 _s202200;54;0.679528403;0.281274164
7311:216 _s202200;81;0.674813575;0.540950059
7311:217 _s202200;74;0.650218521;0.446677262
7311:218 _s202200;67;0.663886335;0.364713382
7311:219 _s202200;59;0.645034863;0.286424369
7311:226 _s202200;69;0.65500447;0.452539162
7311:227 _s202200;88;0.67693362;0.625400083
7311:228 _s202200;84;0.658101205;0.556669478
7311:237 _s202200;90;0.677905714;0.653309444
7311:238 _s202200;85;0.679993505;0.57582665
7311:249 _s202200;56;0.698398941;0.405833164
7312:100 _s202200;49;0.680220091;0.254766298
7312:110 _s202200;46;0.696843622;0.251327665
7312:111 _s202200;45;0.703030535;0.244513394
7311:248 _s202200;59;0.696097428;0.413196277
1417:102 _s205045;42;0.697742781;0.238975432
1417:103 _s205045;45;0.699529981;0.246185209
1417:100 _s205045;51;0.67172375;0.25183901
1417:101 _s205045;35;0.671090914;0.186975609
1417:121 _s205045;33;0.673696657;0.15630608
1417:104 _s205045;44;0.694210085;0.232369308
1417:120 _s205045;49;0.679976213;0.249296686
1417:113 _s205045;41;0.69593046;0.209930151
1417:114 _s205045;35;0.68703717;0.183275371
1417:112 _s205045;41;0.695879975;0.209930151
1317:485 _s205045;51;0.692473137;0.270355162
1417:111 _s205045;40;0.696262984;0.223156072
1417:110 _s205045;52;0.663556642;0.241125497
1317:496 _s205045;36;0.691170532;0.19505231
1317:497 _s205045;34;0.683732474;0.169016017
1317:489 _s205045;41;0.671622678;0.201507552
1317:495 _s205045;43;0.692565845;0.2275527
1317:488 _s205045;41;0.672413326;0.201507552
1317:487 _s205045;46;0.682699801;0.251551321
1417:238 _s205045;29;0.661822782;0.144188661
1317:486 _s205045;51;0.695749425;0.25633501
1317:498 _s205045;34;0.683282818;0.169016017
1416:229 _s205045;32;0.68193194;0.135529751
1416:219 _s205045;39;0.698029095;0.198298477
1416:209 _s205045;42;0.694568568;0.214003089
1317:499 _s205045;35;0.686044298;0.175329335
1417:122 _s205045;39;0.671367965;0.172820534
1417:219 _s205045;35;0.687076025;0.183275371
1417:225 _s205045;33;0.677925258;0.15630608
1417:217 _s205045;35;0.682708478;0.183275371
1417:218 _s205045;35;0.687048148;0.183275371
1417:216 _s205045;34;0.675731349;0.162171586
1417:208 _s205045;36;0.684515845;0.193340842
1417:215 _s205045;34;0.675755848;0.162171586
1417:209 _s205045;36;0.686339371;0.193340842
1417:226 _s205045;33;0.674065799;0.15630608
1417:237 _s205045;27;0.651074314;0.126014343
1417:235 _s205045;29;0.64490598;0.144188661
1417:236 _s205045;30;0.657103092;0.148535916
1417:229 _s205045;32;0.674373968;0.151963213
1317:206 _s205045;47;0.651518223;0.230296164
1417:228 _s205045;31;0.687493893;0.151963164
1417:227 _s205045;33;0.670990886;0.15630608
1417:207 _s205045;34;0.673538836;0.165270038
1417:132 _s205045;32;0.661198573;0.146779113
1417:131 _s205045;27;0.65135661;0.143673974
1417:134 _s205045;28;0.663585689;0.143897611
1417:124 _s205045;33;0.679659301;0.15630608
1417:123 _s205045;36;0.673623146;0.163073495
1417:130 _s205045;37;0.680181558;0.193182712
1417:206 _s205045;34;0.675826244;0.165270038
1417:205 _s205045;35;0.679016538;0.171583356
1317:479 _s205045;44;0.658131017;0.20628479
1317:248 _s205045;61;0.672117487;0.297553067
1317:249 _s205045;63;0.665425473;0.297563641
1317:246 _s205045;57;0.684024669;0.297024804
1317:247 _s205045;61;0.672609643;0.297553067
1317:245 _s205045;58;0.682604994;0.297206836
1317:237 _s205045;60;0.675547185;0.297553067
1317:239 _s205045;63;0.655521971;0.297573504
1317:362 _s205045;52;0.666624847;0.252045558
1317:238 _s205045;62;0.668093449;0.297563641
1317:350 _s205045;56;0.673337071;0.294997313
1317:361 _s205045;64;0.677526622;0.351758694
1317:354 _s205045;54;0.686334765;0.291151517
1317:360 _s205045;48;0.66046287;0.227678988
1317:353 _s205045;56;0.681891853;0.296233093
1317:352 _s205045;68;0.671157308;0.352498891
1317:351 _s205045;73;0.653292427;0.372250393
1317:236 _s205045;60;0.674429891;0.297553067
1317:217 _s205045;46;0.640378184;0.207206951
1317:218 _s205045;53;0.666419861;0.265384796
1317:215 _s205045;59;0.645184517;0.28468522
1317:216 _s205045;55;0.663324519;0.267347602
1317:209 _s205045;46;0.656447849;0.228751655
1317:208 _s205045;58;0.650979376;0.267597111
1317:207 _s205045;57;0.652389773;0.267366947
1317:219 _s205045;47;0.65475611;0.230296164
1317:235 _s205045;61;0.67142432;0.297563641
1317:228 _s205045;53;0.665929649;0.278889948
1317:229 _s205045;52;0.658573538;0.259491147
1317:227 _s205045;48;0.650140281;0.243651321
1317:226 _s205045;48;0.652113107;0.243651321
1317:225 _s205045;54;0.663868227;0.282725171
1317:363 _s205045;48;0.658724383;0.227678988
1317:465 _s205045;59;0.683295941;0.297024804
1317:466 _s205045;61;0.67789486;0.297372724
1317:458 _s205045;58;0.680005971;0.297024804
1317:459 _s205045;58;0.681563468;0.297024804
1317:457 _s205045;61;0.674894521;0.297553067
1317:394 _s205045;43;0.693213013;0.2275527
1317:456 _s205045;54;0.686560771;0.291151517
1317:455 _s205045;54;0.684554136;0.291151517
1317:467 _s205045;58;0.677596961;0.275947482
1317:478 _s205045;50;0.675031049;0.242831741
1317:476 _s205045;60;0.676950448;0.303778427
1317:477 _s205045;54;0.680504684;0.274978401
1317:475 _s205045;56;0.685636205;0.29765331
1317:469 _s205045;53;0.674542255;0.252045558
1317:468 _s205045;57;0.678918769;0.275947482
1317:393 _s205045;43;0.693039496;0.2275527
1317:374 _s205045;48;0.667939935;0.241343034
1317:380 _s205045;62;0.657147316;0.325303138
1317:372 _s205045;42;0.637183077;0.172718681
1317:373 _s205045;44;0.654414929;0.20628479
1317:371 _s205045;60;0.660867485;0.316695886
1317:370 _s205045;63;0.648405641;0.320841984
1317:364 _s205045;53;0.674911318;0.279831478
1317:381 _s205045;62;0.676552628;0.372164052
1317:392 _s205045;34;0.67340744;0.150041983
1317:390 _s205045;35;0.662554422;0.16700292
1317:391 _s205045;34;0.656687711;0.150041983
1317:384 _s205045;46;0.674816138;0.229483745
1317:383 _s205045;42;0.659722901;0.203465634
1317:382 _s205045;40;0.6481082;0.172214477
1417:239 _s205045;28;0.652588592;0.126305393
1116:209 _s205045;69;0.661945142;0.519141241
1317:205 _s205045;56;0.664347752;0.267358176
1117:456 _s205045;33;0.721032218;0.160870734
1117:457 _s205045;34;0.721836417;0.160910114
1117:394 _s205045;43;0.702918281;0.180291801
1117:455 _s205045;35;0.717242343;0.161749252
1117:393 _s205045;42;0.699126435;0.180234682
1117:390 _s205045;41;0.697948802;0.197754719
1117:392 _s205045;44;0.696126347;0.180448137
1117:475 _s205045;34;0.726139191;0.160910114
1117:391 _s205045;47;0.692112996;0.214296058
1117:458 _s205045;32;0.70259757;0.152675293
1117:469 _s205045;31;0.702102477;0.136895157
1117:467 _s205045;35;0.71939976;0.161749252
1117:468 _s205045;34;0.711693954;0.162210751
1117:466 _s205045;35;0.718331316;0.161749252
1117:354 _s205045;30;0.694892576;0.134894312
1117:465 _s205045;35;0.718726714;0.161749252
1117:459 _s205045;28;0.676485971;0.114995168
1117:384 _s205045;38;0.710874394;0.172745667
1117:370 _s205045;35;0.713969446;0.161749252
1117:371 _s205045;37;0.715146404;0.162595875
1117:363 _s205045;29;0.691155284;0.132871723
1117:364 _s205045;32;0.704820758;0.152675293
1117:362 _s205045;31;0.715799474;0.149022171
1117:361 _s205045;30;0.707327763;0.134894312
1217:112 _s205045;34;0.698307341;0.151802464
1117:360 _s205045;28;0.684840218;0.128275229
1117:372 _s205045;37;0.712436192;0.162595875
1117:383 _s205045;38;0.709462734;0.172745667
1117:381 _s205045;44;0.680616226;0.180559988
1117:382 _s205045;39;0.708201846;0.16545752
1117:380 _s205045;42;0.704623316;0.180234682
1117:374 _s205045;37;0.711877957;0.162595875
1117:373 _s205045;36;0.709578252;0.16189462
1117:476 _s205045;34;0.724224502;0.160910114
1216:489 _s205045;32;0.676376271;0.147949737
1216:499 _s205045;43;0.629309304;0.149298482
1216:469 _s205045;28;0.632010437;0.07946486
1216:479 _s205045;28;0.625831508;0.07946486
1216:459 _s205045;30;0.654317807;0.097588008
1216:229 _s205045;37;0.671447862;0.169577862
1216:249 _s205045;24;0.545968358;0.02426782
1216:239 _s205045;33;0.64643834;0.120553563
1217:100 _s205045;33;0.652924229;0.113258542
1217:111 _s205045;37;0.680236285;0.169577862
1217:104 _s205045;45;0.700234095;0.194974472
1217:110 _s205045;37;0.668467489;0.169577862
1217:103 _s205045;42;0.697889369;0.180182908
1217:102 _s205045;42;0.705152591;0.17972005
1217:101 _s205045;40;0.704935888;0.17950056
1216:219 _s205045;39;0.660037409;0.171706914
1117:487 _s205045;40;0.715560603;0.17950056
1117:488 _s205045;39;0.707657306;0.174883261
1117:485 _s205045;40;0.714976922;0.17950056
1117:486 _s205045;40;0.714521505;0.17950056
1117:479 _s205045;29;0.711138457;0.132871723
1117:478 _s205045;36;0.712340776;0.161849378
1117:477 _s205045;32;0.719478672;0.160031595
1117:489 _s205045;39;0.713608415;0.177106452
1216:209 _s205045;36;0.665129828;0.161287815
1117:498 _s205045;40;0.709211022;0.17950056
1117:499 _s205045;42;0.699374444;0.17972005
1117:497 _s205045;44;0.70239662;0.194811539
1117:496 _s205045;49;0.678556706;0.21485912
1117:495 _s205045;47;0.69595506;0.214610171
1117:353 _s205045;28;0.688322019;0.128275229
1117:122 _s205045;20;0.569392528;0.024327579
1117:123 _s205045;20;0.624960948;0.039795921
1117:120 _s205045;52;0.684967199;0.380891942
1117:121 _s205045;22;0.599383191;0.026364938
1117:114 _s205045;29;0.617765215;0.071943499
1117:111 _s205045;34;0.688617688;0.133061631
